연도,연번,상가유형,호선,역명,상가번호,면적(제곱미터),영업업종,계약시작일자,계약종료일자,월임대료,사업진행단계
2412,977,개별(일반),6호선,망원역,621-102,45.17,패션잡화,2021-11-17,2026-12-17,"₩2,120,000",
2412,978,브랜드전문,6호선,망원역,621-103,29,화장품,2022-08-01,2027-12-29,"₩1,052,443",
2412,979,개별(일반),6호선,망원역,621-104,50,무인프린트,2023-06-19,2028-07-19,"₩1,333,300",
2412,980,브랜드전문,6호선,망원역,621-105,39,식음료,2023-02-27,2028-05-28,"₩3,545,670",
2412,981,개별(일반),6호선,합정(6)역,622-101,28.51,식음료,2021-03-15,2026-04-14,"₩4,033,300",
2412,982,팝업스토어,6호선,합정(6)역,622-102,37.67,기타,,,,
2412,983,브랜드전문,6호선,합정(6)역,622-103,45,편의점,2022-02-03,2027-05-04,"₩14,622,415",
2412,984,개별(일반),6호선,합정(6)역,622-106,58,플라워,2023-10-04,2028-11-03,"₩7,287,800",
2412,985,입찰진행,6호선,합정(6)역,622-107,42.41,,,,,3단계. 감정평가
2412,986,복합,6호선,합정(6)역,622-108,50,의약업,2022-08-11,2028-01-08,"₩3,443,200",
2412,987,복합,6호선,합정(6)역,622-109,60,의약업,2022-08-11,2028-01-08,"₩6,045,050",
2412,988,복합,6호선,합정(6)역,622-117,75,의약업,2022-08-11,2028-01-08,"₩5,169,950",
2412,989,개별(일반),6호선,합정(6)역,622-301,11.7,패션잡화,2021-07-09,2026-08-08,"₩4,500,000",
2412,990,소송상가,6호선,합정(6)역,622-302,42.2,패션잡화,2017-02-22,2022-05-23,"₩8,057,669",
2412,991,개별(일반),6호선,합정(6)역,622-303,15.8,식음료,2022-04-28,2027-05-28,"₩12,570,000",
2412,992,개별(일반),6호선,합정(6)역,622-304,33.2,패션잡화,2023-10-04,2028-11-03,"₩12,315,000",
2412,993,소송상가,6호선,합정(6)역,622-305,90.4,패션잡화,2017-02-22,2022-05-23,"₩14,505,111",
2412,994,소송상가,6호선,합정(6)역,622-306,12.6,화장품,2017-02-22,2022-05-23,"₩1,986,274",
2412,995,브랜드전문,6호선,합정(6)역,622-307,22.54,플라워,2018-11-27,2029-01-25,"₩3,183,550",
2412,996,브랜드전문,6호선,합정(6)역,622-308,33.9,패션잡화,2022-12-16,2028-04-15,"₩2,942,357",
2412,997,브랜드전문,6호선,상수역,623-101,33,화장품,2023-08-09,2028-09-23,"₩2,599,000",
2412,998,브랜드전문,6호선,상수역,623-102,33,무인프린트,2024-12-23,2030-02-21,"₩2,218,776",
2412,999,브랜드전문,6호선,상수역,623-201,35,편의점,2022-02-03,2027-05-04,"₩7,569,055",
2412,1000,브랜드전문,6호선,상수역,623-202,29,밀키트,2023-06-23,2028-09-01,"₩919,947",
2412,1001,개별(일반),6호선,상수역,623-203,38,기타,2023-04-27,2028-05-27,"₩2,450,000",
2412,1002,개별(일반),6호선,상수역,623-204,41,플라워,2022-12-15,2028-01-14,"₩2,900,000",
2412,1003,브랜드전문,6호선,광흥창역,624-101,40,편의점,2022-02-03,2027-05-04,"₩3,992,468",
2412,1004,입찰진행,6호선,광흥창역,624-102,25,,,,,5단계. 입찰공고
2412,1005,공실,6호선,광흥창역,624-203,187,,,,,2단계. 시설물 점검
2412,1006,브랜드전문,6호선,대흥역,625-101,45,편의점,2022-02-03,2027-05-04,"₩7,186,443",
2412,1007,개별(일반),6호선,대흥역,625-102,43.67,패션잡화,2019-11-19,2024-12-18,"₩2,870,000",
2412,1008,개별(일반),6호선,공덕(6)역,626-124,36,패션잡화,2023-03-27,2028-04-26,"₩7,821,000",
2412,1009,개별(일반),6호선,공덕(6)역,626-125,37,패션잡화,2020-02-24,2025-03-25,"₩6,671,100",
2412,1010,개별(일반),6호선,공덕(6)역,626-126,32,패션잡화,2024-06-21,2029-07-21,"₩8,549,000",
2412,1011,개별(일반),6호선,공덕(6)역,626-127,27,패션잡화,2022-06-09,2027-07-09,"₩4,120,000",
2412,1012,브랜드전문,6호선,공덕(6)역,626-128,24,화장품,2023-08-09,2028-09-23,"₩7,030,000",
2412,1013,브랜드전문,6호선,공덕(6)역,626-129,39.4,편의점,2022-02-03,2027-05-04,"₩12,977,518",
2412,1014,공실,6호선,공덕(6)역,626-130,30,,,,,1단계. 사업계획 수립중
2412,1015,개별(일반),6호선,공덕(6)역,626-131,22,기타,2024-11-25,2029-12-25,"₩2,800,000",
2412,1016,개별(일반),6호선,공덕(6)역,626-132,32,식음료,2020-07-16,2025-08-15,"₩6,880,000",
2412,1017,브랜드전문,6호선,공덕(6)역,626-133,48,식음료,2022-07-18,2027-10-16,"₩6,758,939",
2412,1018,개별(대형),6호선,공덕(6)역,626-135,165,식음료,2021-07-12,2026-07-12,"₩23,540,000",
2412,1019,개별(일반),6호선,공덕(6)역,626-136,112,패션잡화,2023-01-01,2024-12-31,"₩10,968,800",
2412,1020,개별(일반),6호선,공덕(6)역,626-201,13.6,패션잡화,2024-12-26,2030-01-25,"₩1,000,000",
2412,1021,브랜드전문,6호선,공덕(6)역,626-202,52,식음료,2022-12-02,2028-04-01,"₩3,299,865",
2412,1022,브랜드전문,6호선,효창공원앞역,627-101,43,편의점,2022-02-03,2027-05-04,"₩6,485,543",
2412,1023,개별(일반),6호선,효창공원앞역,627-102,33,패션잡화,2024-06-17,2029-07-17,"₩1,600,000",
2412,1024,공실,6호선,효창공원앞역,627-103,31,,,,,2단계. 시설물 점검
2412,1025,공실,6호선,효창공원앞역,627-104,33,,,,,2단계. 시설물 점검
2412,1026,브랜드전문,6호선,효창공원앞역,627-105,31,화장품,2022-08-01,2027-12-29,"₩984,397",
2412,1027,공실,6호선,효창공원앞역,627-106,63,,,,,2단계. 시설물 점검
2412,1028,개별(일반),6호선,삼각지(6)역,628-165,258.2,사무실,2020-06-26,2025-06-25,"₩1,882,000",
2412,1029,브랜드전문,6호선,삼각지(6)역,628-301,31.8,편의점,2022-02-03,2027-05-04,"₩4,937,353",
2412,1030,개별(일반),6호선,삼각지(6)역,628-307,46,식음료,2024-01-26,2029-02-25,"₩1,600,000",
2412,1031,개별(일반),6호선,삼각지(6)역,628-308,40,패션잡화,2024-12-30,2030-01-29,"₩1,700,000",
2412,1032,브랜드전문,6호선,녹사평역,629-101,40,편의점,2022-02-03,2027-05-04,"₩6,254,867",
2412,1033,브랜드전문,6호선,이태원역,630-101,25,편의점,2022-02-03,2027-05-04,"₩8,483,995",
2412,1034,브랜드전문,6호선,이태원역,630-103,34,화장품,2022-08-01,2027-12-29,"₩3,123,307",
2412,1035,브랜드전문,6호선,한강진역,631-101,40,편의점,2022-02-03,2027-05-04,"₩6,033,063",
2412,1036,공실,6호선,한강진역,631-102,64,,,,,2단계. 시설물 점검
2412,1037,개별(일반),6호선,한강진역,631-104,62,식음료,2020-07-06,2025-08-05,"₩2,133,300",
2412,1038,브랜드전문,6호선,한강진역,631-105,64,화장품,2022-08-01,2027-12-29,"₩1,524,228",
2412,1039,브랜드전문,6호선,약수(6)역,633-203,77,편의점,2022-02-03,2027-05-04,"₩7,685,502",
2412,1040,브랜드전문,6호선,신당(6)역,635-101,40,편의점,2022-02-03,2027-05-04,"₩5,456,374",
2412,1041,개별(일반),6호선,신당(6)역,635-103,73,패션잡화,2023-09-25,2028-10-25,"₩3,616,600",
2412,1042,브랜드전문,6호선,신당(6)역,635-106,26,무인프린트,2022-08-30,2028-01-27,"₩651,324",
2412,1043,공실,6호선,신당(6)역,635-201,34.1,,,,,1단계. 사업계획 수립중
2412,1044,입찰진행,6호선,신당(6)역,635-202,142.14,,,,,3단계. 감정평가
2412,1045,개별(일반),6호선,신당(6)역,635-203,30,플라워,2020-01-10,2025-02-08,"₩1,985,000",
2412,1046,브랜드전문,6호선,동묘앞(6)역,636-201,48,편의점,2022-02-03,2027-05-04,"₩5,163,592",
2412,1047,입찰진행,6호선,동묘앞(6)역,636-203,66,,,,,5단계. 입찰공고
2412,1048,입찰진행,6호선,동묘앞(6)역,636-205,56,,,,,5단계. 입찰공고
2412,1049,브랜드전문,6호선,동묘앞(6)역,636-207,43,화장품,2022-08-01,2027-12-29,"₩1,267,922",
2412,1050,브랜드전문,6호선,창신역,637-101,28,편의점,2022-02-03,2027-05-04,"₩1,956,310",
2412,1051,개별(일반),6호선,보문역,638-102,14.1,식음료,2023-10-04,2028-11-03,"₩1,700,000",
2412,1052,브랜드전문,6호선,보문역,638-103,35,편의점,2022-02-03,2027-05-04,"₩5,162,483",
2412,1053,개별(일반),6호선,보문역,638-105,24,패션잡화,2022-12-15,2028-01-14,"₩1,500,000",
2412,1054,브랜드전문,6호선,보문역,638-106,36,화장품,2022-08-01,2027-12-29,"₩979,861",
2412,1055,입찰진행,6호선,안암역,639-103,62,,,,,5단계. 입찰공고
2412,1056,개별(일반),6호선,안암역,639-105,17,식음료,2023-01-25,2028-02-24,"₩1,850,000",
2412,1057,브랜드전문,6호선,안암역,639-201,42.2,편의점,2022-02-03,2027-05-04,"₩10,717,338",
2412,1058,브랜드전문,6호선,안암역,639-202,40.99,화장품,2022-08-01,2027-12-29,"₩2,417,302",
2412,1059,개별(일반),6호선,안암역,639-204,27,기타,2023-09-04,2028-10-04,"₩1,296,600",
2412,1060,브랜드전문,6호선,고려대역,640-101,35,편의점,2022-02-03,2027-05-04,"₩7,763,133",
2412,1061,브랜드전문,6호선,고려대역,640-102,38.4,플라워,2022-10-27,2028-02-24,"₩1,080,094",
2412,1062,브랜드전문,6호선,고려대역,640-103,125,화상면접,2022-09-06,2028-01-04,"₩1,660,862",
2412,1063,브랜드전문,6호선,월곡역,641-101,35,편의점,2022-02-03,2027-05-04,"₩8,190,105",
2412,1064,입찰진행,6호선,월곡역,641-102,27,,,,,5단계. 입찰공고
2412,1065,입찰진행,6호선,월곡역,641-103,30,,,,,5단계. 입찰공고
2412,1066,개별(일반),6호선,월곡역,641-201,31.83,식음료,2018-11-27,2028-12-26,"₩1,087,000",
2412,1067,개별(일반),6호선,월곡역,641-202,16,식음료,2023-04-28,2028-05-28,"₩350,000",
2412,1068,브랜드전문,6호선,월곡역,641-203,58,화장품,2022-08-01,2027-12-29,"₩1,315,554",
2412,1069,브랜드전문,6호선,상월곡역,642-201,38.4,편의점,2022-02-03,2027-05-04,"₩3,108,802",
2412,1070,브랜드전문,6호선,돌곶이역,643-101,37.8,편의점,2022-02-03,2027-05-04,"₩6,371,979",
2412,1071,브랜드전문,6호선,돌곶이역,643-102,53,패션잡화,2022-12-16,2028-04-15,"₩1,681,541",
2412,1072,개별(일반),6호선,돌곶이역,643-103,30,식음료,2023-11-23,2028-12-23,"₩1,283,300",
2412,1073,개별(일반),6호선,돌곶이역,643-104,41,패션잡화,2020-07-24,2025-08-23,"₩3,270,000",
2412,1074,브랜드전문,6호선,돌곶이역,643-105,22,기타,2022-09-07,2028-02-04,"₩982,333",
2412,1075,개별(일반),6호선,돌곶이역,643-106,15,식음료,2022-08-30,2027-09-29,"₩700,000",
2412,1076,개별(일반),6호선,돌곶이역,643-107,37,패션잡화,2022-10-31,2027-11-30,"₩719,300",
2412,1077,개별(일반),6호선,석계역,644-102,72,패션잡화,2022-10-31,2027-11-30,"₩1,710,000",
2412,1078,입찰진행,6호선,석계역,644-103,84,,,,,5단계. 입찰공고
2412,1079,입찰진행,6호선,석계역,644-107,29,,,,,5단계. 입찰공고
2412,1080,개별(일반),6호선,석계역,644-201,12.5,패션잡화,2024-12-26,2030-01-25,"₩815,500",
2412,1081,브랜드전문,6호선,석계역,644-202,25.7,식음료,2021-09-06,2026-11-05,"₩6,595,610",
2412,1082,브랜드전문,6호선,석계역,644-205,58,편의점,2022-02-03,2027-05-04,"₩11,771,128",
2412,1083,입찰진행,6호선,석계역,644-208,94,,,,,5단계. 입찰공고
2412,1084,공실,6호선,석계역,644-211,33,,,,,1단계. 사업계획 수립중
2412,1085,브랜드전문,6호선,석계역,644-212,33,기타,2022-09-07,2028-02-04,"₩2,554,067",
2412,1086,입찰진행,6호선,태릉입구(6)역,645-101,22.97,,,,,5단계. 입찰공고
2412,1087,개별(일반),6호선,태릉입구(6)역,645-103,31.5,패션잡화,2019-10-29,2024-11-27,"₩1,290,000",
2412,1088,개별(일반),6호선,태릉입구(6)역,645-104,40,식음료,2019-11-12,2024-12-11,"₩1,680,000",
2412,1089,개별(일반),6호선,태릉입구(6)역,645-106,36,패션잡화,2021-01-15,2026-03-01,"₩729,000",
2412,1090,브랜드전문,6호선,태릉입구(6)역,645-109,39,플라워,2022-10-27,2028-02-24,"₩906,588",
2412,1091,브랜드전문,6호선,태릉입구(6)역,645-110,78,패션잡화,2022-10-11,2028-02-08,"₩2,368,090",
2412,1092,브랜드전문,6호선,태릉입구(6)역,645-112,38,패션잡화,2023-01-16,2028-05-16,"₩1,890,402",
2412,1093,개별(일반),6호선,태릉입구(6)역,645-113,33,기타,2020-07-23,2025-08-22,"₩1,483,300",
2412,1094,입찰진행,6호선,태릉입구(6)역,645-114,97,,,,,3단계. 감정평가
2412,1095,개별(일반),6호선,태릉입구(6)역,645-301,27.27,패션잡화,2024-11-05,2029-12-05,"₩4,560,000",
2412,1096,개별(일반),6호선,태릉입구(6)역,645-302,118,패션잡화,2023-08-17,2028-10-01,"₩16,510,300",
2412,1097,브랜드전문,6호선,화랑대역,646-101,30,편의점,2022-02-03,2027-05-04,"₩5,423,103",
2412,1098,브랜드전문,6호선,화랑대역,646-102,34.6,밀키트,2023-06-23,2028-09-01,"₩1,003,697",
2412,1099,개별(일반),6호선,화랑대역,646-103,32,패션잡화,2019-08-24,2029-09-22,"₩1,178,500",
2412,1100,브랜드전문,6호선,화랑대역,646-104,80,화장품,2023-08-09,2028-09-23,"₩3,740,000",
2412,1101,개별(일반),6호선,화랑대역,646-106,28,식음료,2020-07-06,2025-08-05,"₩4,014,800",
2412,1102,브랜드전문,6호선,화랑대역,646-107,35,기타,2022-09-07,2028-02-04,"₩785,867",
2412,1103,브랜드전문,6호선,봉화산역,647-101,47,편의점,2022-02-03,2027-05-04,"₩5,003,894",
2412,1104,입찰진행,6호선,봉화산역,647-102,87,,,,,5단계. 입찰공고
2412,1105,입찰진행,6호선,봉화산역,647-105,33,,,,,5단계. 입찰공고
2412,1106,개별(일반),6호선,봉화산역,647-107,27,기타,2020-07-06,2025-08-05,"₩1,130,000",
2412,1107,개별(일반),7호선,도봉산역,710-006,36,패션잡화,2022-11-14,2027-12-14,"₩1,310,000",
2412,1108,개별(일반),7호선,도봉산역,710-007,44,식음료,2020-07-24,2025-08-23,"₩1,110,000",
2412,1109,개별(일반),7호선,도봉산역,710-008,38,식음료,2020-07-02,2025-08-01,"₩1,083,300",
2412,1110,공실,7호선,수락산역,711-102,47.43,,,,,1단계. 사업계획 수립중
2412,1111,입찰진행,7호선,수락산역,711-201,40.08,,,,,3단계. 감정평가
2412,1112,브랜드전문,7호선,수락산역,711-202,37.88,편의점,2020-02-13,2025-04-12,"₩8,858,850",
2412,1113,개별(일반),7호선,수락산역,711-203,56.48,패션잡화,2019-10-29,2024-11-27,"₩1,670,000",
2412,1114,공실,7호선,수락산역,711-204,44,,,,,2단계. 시설물 점검
2412,1115,공실,7호선,수락산역,711-205,43,,,,,2단계. 시설물 점검
2412,1116,입찰진행,7호선,수락산역,711-206,44,,,,,3단계. 감정평가
2412,1117,개별(일반),7호선,수락산역,711-207,58,기타,2020-07-02,2025-08-01,"₩1,767,700",
2412,1118,개별(일반),7호선,마들역,712-101,33,플라워,2020-05-29,2025-06-28,"₩466,600",
2412,1119,개별(일반),7호선,마들역,712-102,33,패션잡화,2019-10-29,2024-11-27,"₩500,000",
2412,1120,개별(일반),7호선,마들역,712-105,33,기타,2020-03-02,2025-05-01,"₩2,466,000",
2412,1121,개별(일반),7호선,마들역,712-106,33,기타,2020-03-02,2025-05-01,,
2412,1122,개별(일반),7호선,마들역,712-107,33,기타,2020-03-02,2025-05-01,,
2412,1123,브랜드전문,7호선,마들역,712-108,33,기타,2024-06-07,2029-08-16,"₩514,030",
2412,1124,개별(일반),7호선,마들역,712-109,33,무인프린트,2023-07-19,2028-08-18,"₩505,000",
2412,1125,브랜드전문,7호선,마들역,712-111,33.11,편의점,2020-02-13,2025-04-12,"₩6,137,560",
2412,1126,브랜드전문,7호선,마들역,712-113,230.7,공유오피스,2021-05-07,2026-11-03,"₩2,120,183",
2412,1127,개별(일반),7호선,마들역,712-114,33,기타,2020-03-02,2025-05-01,,
2412,1128,개별(일반),7호선,마들역,712-115,33,기타,2020-03-02,2025-05-01,,
2412,1129,개별(일반),7호선,마들역,712-116,45,기타,2020-03-02,2025-05-01,,
2412,1130,개별(일반),7호선,마들역,712-117,35,기타,2020-03-02,2025-05-01,,
2412,1131,개별(일반),7호선,마들역,712-118,35,기타,2020-03-02,2025-05-01,,
2412,1132,개별(일반),7호선,마들역,712-119,36,기타,2020-03-02,2025-05-01,,
2412,1133,개별(일반),7호선,마들역,712-120,31,기타,2020-03-02,2025-05-01,,
2412,1134,개별(일반),7호선,마들역,712-202,45,식음료,2022-08-29,2027-09-28,"₩1,700,000",
2412,1135,개별(일반),7호선,마들역,712-203,45,패션잡화,2024-02-13,2029-03-14,"₩1,300,000",
2412,1136,개별(일반),7호선,마들역,712-204,20,패션잡화,2024-05-02,2029-06-01,"₩1,580,000",
2412,1137,복합,7호선,노원(7)역,713-101,36.4,식음료,2016-07-08,2026-11-06,"₩1,753,992",
2412,1138,복합,7호선,노원(7)역,713-102,29,패션잡화,2016-07-08,2026-11-06,"₩1,397,411",
2412,1139,복합,7호선,노원(7)역,713-103,29,패션잡화,2016-07-08,2026-11-06,"₩1,397,411",
2412,1140,복합,7호선,노원(7)역,713-104,25.5,패션잡화,2016-07-08,2026-11-06,"₩2,340,492",
2412,1141,복합,7호선,노원(7)역,713-105,25.5,패션잡화,2016-07-08,2026-11-06,,
2412,1142,복합,7호선,노원(7)역,713-106,24,기타,2016-07-08,2026-11-06,"₩1,156,478",
2412,1143,복합,7호선,노원(7)역,713-107,28.3,패션잡화,2016-07-08,2026-11-06,"₩1,363,681",
2412,1144,복합,7호선,노원(7)역,713-108,32.5,식음료,2016-07-08,2026-11-06,"₩1,566,065",
2412,1145,복합,7호선,노원(7)역,713-109,33.6,패션잡화,2016-07-08,2026-11-06,"₩1,619,070",
2412,1146,복합,7호선,노원(7)역,713-110,33.6,패션잡화,2016-07-08,2026-11-06,"₩1,619,070",
2412,1147,복합,7호선,노원(7)역,713-111,33.6,패션잡화,2016-07-08,2026-11-06,"₩1,619,070",
2412,1148,복합,7호선,노원(7)역,713-112,33.6,패션잡화,2016-07-08,2026-11-06,"₩1,619,070",
2412,1149,복합,7호선,노원(7)역,713-113,33.6,패션잡화,2016-07-08,2026-11-06,"₩1,619,070",
2412,1150,복합,7호선,노원(7)역,713-114,41,플라워,2016-07-08,2026-11-06,"₩1,975,651",
2412,1151,복합,7호선,노원(7)역,713-115,18,패션잡화,2016-07-08,2026-11-06,"₩2,065,160",
2412,1152,브랜드전문,7호선,노원(7)역,713-116,55.15,편의점,2020-02-13,2025-04-12,"₩19,781,190",
2412,1153,복합,7호선,노원(7)역,713-117,45,패션잡화,2016-07-08,2026-11-06,"₩2,323,283",
2412,1154,복합,7호선,노원(7)역,713-118,33,패션잡화,2016-07-08,2026-11-06,"₩1,703,740",
2412,1155,개별(일반),7호선,노원(7)역,713-120,17,기타,2020-07-02,2025-08-01,"₩2,560,000",
2412,1156,개별(일반),7호선,노원(7)역,713-121,24,패션잡화,2020-06-29,2025-07-29,"₩2,510,000",
2412,1157,개별(일반),7호선,노원(7)역,713-202,40,패션잡화,2024-01-26,2029-02-25,"₩1,795,200",
2412,1158,개별(일반),7호선,노원(7)역,713-203,37,기타,2024-10-21,2029-11-20,"₩758,300",
2412,1159,개별(일반),7호선,노원(7)역,713-255,52,사무실,2020-02-01,2025-01-31,"₩599,400",
2412,1160,브랜드전문,7호선,중계역,714-101,47.6,기타,2022-09-07,2028-02-04,"₩1,222,400",
2412,1161,개별(대형),7호선,중계역,714-102,105.6,식음료,2019-08-24,2029-09-22,"₩4,756,000",
2412,1162,브랜드전문,7호선,중계역,714-201,32.91,편의점,2020-02-13,2025-04-12,"₩8,936,070",
2412,1163,개별(일반),7호선,중계역,714-204,34,식음료,2022-11-14,2027-12-14,"₩1,740,000",
2412,1164,브랜드전문,7호선,중계역,714-205,41,화장품,2022-08-01,2027-12-29,"₩929,961",
2412,1165,공실,7호선,중계역,714-207,50,,,,,1단계. 사업계획 수립중
2412,1166,개별(일반),7호선,하계역,715-101,55.01,식음료,2019-12-18,2024-12-17,"₩7,260,000",
2412,1167,브랜드전문,7호선,하계역,715-102,40.8,편의점,2020-02-13,2025-04-12,"₩14,478,750",
2412,1168,개별(일반),7호선,하계역,715-103,36.57,기타,2019-10-08,2029-11-06,"₩4,505,400",
2412,1169,개별(일반),7호선,하계역,715-104,65,패션잡화,2023-07-24,2028-08-23,"₩1,485,500",
2412,1170,브랜드전문,7호선,하계역,715-106,32,무인프린트,2022-08-30,2028-01-27,"₩906,839",
2412,1171,개별(일반),7호선,하계역,715-107,32,기타,2023-10-17,2028-11-16,"₩1,016,600",
2412,1172,개별(일반),7호선,하계역,715-108,26,패션잡화,2020-07-01,2025-07-31,"₩2,250,000",
2412,1173,개별(일반),7호선,하계역,715-109,70,패션잡화,2020-06-30,2025-07-30,"₩4,770,000",
2412,1174,브랜드전문,7호선,하계역,715-111,33,화장품,2022-08-01,2027-12-29,"₩898,206",
2412,1175,공실,7호선,공릉역,716-101,29.88,,,,,1단계. 사업계획 수립중
2412,1176,브랜드전문,7호선,공릉역,716-102,28.91,편의점,2020-02-13,2025-04-12,"₩7,699,120",
2412,1177,개별(일반),7호선,공릉역,716-103,29.42,패션잡화,2019-10-05,2024-11-03,"₩3,230,000",
2412,1178,개별(일반),7호선,공릉역,716-104,30,패션잡화,2020-07-01,2025-07-31,"₩2,300,000",
2412,1179,개별(일반),7호선,공릉역,716-105,50,식음료,2020-07-01,2025-07-31,"₩3,600,000",
2412,1180,브랜드전문,7호선,공릉역,716-106,40,기타,2023-06-05,2028-08-14,"₩2,079,853",
2412,1181,브랜드전문,7호선,태릉입구(7)역,717-102,37.14,편의점,2020-02-13,2025-04-12,"₩9,603,880",
2412,1182,공실,7호선,태릉입구(7)역,717-103,33,,,,,1단계. 사업계획 수립중
2412,1183,브랜드전문,7호선,태릉입구(7)역,717-105,31,무인프린트,2022-08-30,2028-01-27,"₩718,035",
2412,1184,개별(일반),7호선,태릉입구(7)역,717-112,33,기타,2024-10-17,2029-11-16,"₩900,000",
2412,1185,브랜드전문,7호선,태릉입구(7)역,717-304,50,화장품,2022-08-01,2027-12-29,"₩1,020,689",
2412,1186,브랜드전문,7호선,태릉입구(7)역,717-305,40,패션잡화,2022-10-11,2028-02-08,"₩1,150,489",
2412,1187,개별(일반),7호선,태릉입구(7)역,717-307,45,패션잡화,2020-07-23,2025-08-22,"₩2,033,300",
2412,1188,개별(일반),7호선,먹골역,718-101,48,패션잡화,2022-11-14,2027-12-14,"₩1,420,000",
2412,1189,브랜드전문,7호선,먹골역,718-109,34,무인프린트,2022-08-30,2028-01-27,"₩814,212",
2412,1190,브랜드전문,7호선,먹골역,718-201,24.38,편의점,2020-02-13,2025-04-12,"₩6,181,890",
2412,1191,개별(일반),7호선,먹골역,718-202,58,패션잡화,2023-05-25,2028-06-24,"₩1,224,400",
2412,1192,개별(일반),7호선,먹골역,718-203,57,패션잡화,2023-05-25,2028-06-24,"₩1,225,300",
2412,1193,개별(일반),7호선,먹골역,718-205,35,패션잡화,2022-11-14,2027-12-14,"₩1,260,000",
2412,1194,개별(일반),7호선,먹골역,718-206,35,기타,2022-11-14,2027-12-14,"₩1,200,000",
2412,1195,브랜드전문,7호선,중화역,719-101,29.7,편의점,2020-02-13,2025-04-12,"₩7,671,950",
2412,1196,개별(일반),7호선,중화역,719-102,39.02,식음료,2023-06-19,2028-07-19,"₩2,020,000",
2412,1197,복합,7호선,중화역,719-103,28.43,기타,2022-06-19,2027-06-18,"₩1,188,000",
2412,1198,복합,7호선,중화역,719-104,39.57,패션잡화,2022-06-19,2027-06-18,"₩1,610,400",
2412,1199,복합,7호선,중화역,719-105,37.38,식음료,2022-06-19,2027-06-18,"₩1,521,300",
2412,1200,복합,7호선,중화역,719-106,95.23,패션잡화,2022-06-19,2027-06-18,"₩3,560,700",
2412,1201,개별(일반),7호선,중화역,719-109,30,패션잡화,2020-04-17,2025-05-17,"₩2,789,300",
2412,1202,공실,7호선,중화역,719-112,44,,,,,1단계. 사업계획 수립중
2412,1203,입찰진행,7호선,중화역,719-113,50,,,,,5단계. 입찰공고
2412,1204,브랜드전문,7호선,중화역,719-114,18,무인프린트,2022-08-30,2028-01-27,"₩855,144",
2412,1205,개별(일반),7호선,중화역,719-115,45,패션잡화,2023-03-13,2028-04-12,"₩1,350,000",
2412,1206,개별(일반),7호선,중화역,719-202,70,패션잡화,2024-06-24,2029-07-24,"₩1,250,000",
2412,1207,개별(일반),7호선,중화역,719-203,50,패션잡화,2024-04-08,2029-05-08,"₩1,700,000",
2412,1208,브랜드전문,7호선,상봉역,720-102,60,패션잡화,2022-10-11,2028-02-08,"₩3,451,467",
2412,1209,개별(일반),7호선,상봉역,720-201,43.09,패션잡화,2018-09-28,2028-11-26,"₩4,396,800",
2412,1210,브랜드전문,7호선,상봉역,720-202,45.48,편의점,2020-02-13,2025-04-12,"₩13,788,060",
2412,1211,브랜드전문,7호선,상봉역,720-203,74,플라워,2022-10-21,2028-02-18,"₩3,055,501",
2412,1212,개별(일반),7호선,상봉역,720-204,53,패션잡화,2019-12-21,2025-01-19,"₩1,815,000",
2412,1213,개별(일반),7호선,상봉역,720-205,52,패션잡화,2023-06-27,2028-07-27,"₩1,298,000",
2412,1214,공실,7호선,상봉역,720-206,78,,,,,1단계. 사업계획 수립중
2412,1215,브랜드전문,7호선,면목역,721-101,29,패션잡화,2018-05-09,2025-07-07,"₩2,154,831",
2412,1216,브랜드전문,7호선,면목역,721-102,36.08,편의점,2020-02-13,2025-04-12,"₩10,569,130",
2412,1217,개별(일반),7호선,면목역,721-103,32,식음료,2020-06-08,2025-07-08,"₩4,500,000",
2412,1218,개별(일반),7호선,면목역,721-104,16.8,패션잡화,2019-09-20,2029-10-19,"₩1,942,500",
2412,1219,개별(일반),7호선,면목역,721-105,24,무인프린트,2024-05-17,2029-06-16,"₩1,093,300",
2412,1220,복합,7호선,면목역,721-108,52,의약업,2023-05-30,2028-09-27,"₩2,948,400",
2412,1221,복합,7호선,면목역,721-109,160,의약업,2023-05-30,2028-09-27,"₩6,354,800",
2412,1222,공실,7호선,면목역,721-301,64,,,,,1단계. 사업계획 수립중
2412,1223,복합,7호선,면목역,721-302,45.56,패션잡화,2022-06-19,2027-06-18,"₩2,154,900",
2412,1224,복합,7호선,면목역,721-303,55.05,패션잡화,2022-06-19,2027-06-18,"₩2,543,200",
2412,1225,복합,7호선,면목역,721-304,16.93,패션잡화,2022-06-19,2027-06-18,"₩837,100",
2412,1226,복합,7호선,면목역,721-305,16.68,패션잡화,2022-06-19,2027-06-18,"₩825,000",
2412,1227,입찰진행,7호선,사가정역,722-102,58,,,,,5단계. 입찰공고
2412,1228,입찰진행,7호선,사가정역,722-103,112,,,,,5단계. 입찰공고
2412,1229,입찰진행,7호선,사가정역,722-104,46,,,,,5단계. 입찰공고
2412,1230,개별(일반),7호선,사가정역,722-301,21.9,사무실,2019-05-21,2029-06-19,"₩245,100",
2412,1231,브랜드전문,7호선,사가정역,722-302,32.21,편의점,2020-02-13,2025-04-12,"₩11,204,050",
2412,1232,복합,7호선,사가정역,722-303,26.03,기타,2022-06-19,2027-06-18,"₩1,259,500",
