연도,연번,상가유형,호선,역명,상가번호,면적(제곱미터),영업업종,계약시작일자,계약종료일자,월임대료,사업진행단계
2412,1492,개별(일반),8호선,잠실(8)역,814-201,28.6,패션잡화,2022-12-14,2028-01-13,"₩8,200,000",
2412,1493,복합,8호선,잠실(8)역,814-202,29,식음료,2022-10-08,2026-04-10,"₩2,219,839",
2412,1494,복합,8호선,잠실(8)역,814-203,13.5,식음료,2022-10-08,2026-04-10,"₩1,033,373",
2412,1495,복합,8호선,잠실(8)역,814-204,9.36,식음료,2022-10-08,2026-04-10,"₩716,470",
2412,1496,개별(일반),8호선,석촌역,815-101,30,기타,2022-02-05,2027-03-04,"₩2,500,000",
2412,1497,브랜드전문,8호선,석촌역,815-102,38,편의점,2022-02-03,2027-05-04,"₩7,290,691",
2412,1498,개별(일반),8호선,송파역,816-101,17.87,식음료,2023-03-31,2028-04-30,"₩1,510,000",
2412,1499,브랜드전문,8호선,송파역,816-102,32.2,편의점,2022-02-03,2027-05-04,"₩3,999,566",
2412,1500,브랜드전문,8호선,가락시장(8)역,817-102,33,편의점,2022-02-03,2027-05-04,"₩5,233,461",
2412,1501,개별(일반),8호선,가락시장(8)역,817-105,52.16,패션잡화,2019-04-09,2029-05-08,"₩4,272,800",
2412,1502,개별(일반),8호선,가락시장(8)역,817-106,19.84,기타,2020-02-11,2025-03-11,"₩1,012,000",
2412,1503,개별(일반),8호선,가락시장(8)역,817-107,24.61,식음료,2019-12-18,2025-01-16,"₩2,186,000",
2412,1504,브랜드전문,8호선,문정역,818-101,30,편의점,2022-02-03,2027-05-04,"₩3,992,468",
2412,1505,브랜드전문,8호선,장지역,819-101,35.2,편의점,2022-02-03,2027-05-04,"₩8,275,943",
2412,1506,개별(일반),8호선,장지역,819-102,38.82,식음료,2023-12-04,2029-01-03,"₩4,998,300",
2412,1507,개별(일반),8호선,장지역,819-103,12.85,플라워,2020-08-03,2025-09-02,"₩2,500,000",
2412,1508,입찰진행,8호선,장지역,819-104,251.23,,,,,5단계. 입찰공고
2412,1509,브랜드전문,8호선,복정역,820-101,50,편의점,2022-02-03,2027-05-04,"₩6,487,761",
2412,1510,브랜드전문,8호선,산성역,821-101,30,편의점,2022-02-03,2027-05-04,"₩4,358,445",
2412,1511,개별(일반),8호선,남한산성입구역,822-101,34.32,기타,2021-05-13,2026-06-12,"₩2,300,000",
2412,1512,브랜드전문,8호선,남한산성입구역,822-201,36,편의점,2022-02-03,2027-05-04,"₩8,863,280",
2412,1513,개별(일반),8호선,남한산성입구역,822-202,22.09,식음료,2019-12-10,2025-01-08,"₩1,590,000",
2412,1514,브랜드전문,8호선,남한산성입구역,822-203,54.76,식음료,2024-01-15,2029-03-25,"₩2,060,400",
2412,1515,공실,8호선,남한산성입구역,822-204,34.18,,,,,1단계. 사업계획 수립중
2412,1516,개별(일반),8호선,남한산성입구역,822-205,17,식음료,2022-04-28,2027-05-28,"₩1,200,000",
2412,1517,개별(일반),8호선,단대오거리역,823-102,36.78,기타,2021-01-21,2026-02-20,"₩1,700,000",
2412,1518,브랜드전문,8호선,단대오거리역,823-201,32.5,편의점,2022-02-03,2027-05-04,"₩6,235,459",
2412,1519,브랜드전문,8호선,단대오거리역,823-203,54.03,기타,2024-06-07,2029-08-16,"₩2,643,590",
2412,1520,개별(일반),8호선,단대오거리역,823-204,75.09,패션잡화,2021-03-18,2026-04-17,"₩3,780,000",
2412,1521,브랜드전문,8호선,신흥역,824-101,40,편의점,2022-02-03,2027-05-04,"₩4,391,715",
2412,1522,브랜드전문,8호선,수진역,825-101,40,편의점,2022-02-03,2027-05-04,"₩4,036,829",
2412,1523,브랜드전문,8호선,모란역,826-101,50,편의점,2022-02-03,2027-05-04,"₩3,770,665",
2412,1524,입찰진행,8호선,남위례역,827-001,25.97,,,,,3단계. 감정평가
2412,1525,공실,8호선,남위례역,827-002,34.13,,,,,1단계. 사업계획 수립중
